"ID_place","Author","Project","Year","Status","Public","Latitude","Longitude","Country","Name_mod","Name_hist","Hydro_type","Hydro_name_mod","Hydro_name_hist","Locat_secure","Locat_text","Locat_precision","Source_hist","Source_feature_arch","Source_find_arch","Source_other","Place_type_general","Place_technique","Place_topography","Place_infrastructure","Place_function","Place_goods_finds","Actors_Activity","Place_hierarchy","Place_secure_info","Date_min","Date_max","Date_pre_1_cent_BC","Date_1_cent_BC","Date_1_cent_AD","Date_2_cent_AD","Date_3_cent_AD","Date_4_cent_AD","Date_5_cent_AD","Date_6_cent_AD","Date_7_cent_AD","Date_8_cent_AD","Date_9_cent_AD","Date_10_cent_AD","Date_11_cent_AD","Date_12_cent_AD","Date_13_cent_AD","Date_14_cent_AD","Date_15_cent_AD","Date_16_cent_AD","Date_17_cent_AD","Date_18_cent_AD","Date_19_cent_AD","Date_20_cent_AD","Date_secure","Date_text","Ref_hist","Ref_mod","Comments"
67,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.077,-1.524,"Britain, England","Bossington",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 163",
68,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.915,-1.268,"Britain, England","Botley",,"river","Hamble",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 305",
69,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.579,-3.652,"Britain, England","Bovey Heathfield",,"river","Teign",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 163",
70,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.211,-0.416,"Britain, England","Branston Booth 1",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 163",
71,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.21,-0.414,"Britain, England","Branston Booth 2",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 163",
72,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.21,-0.416,"Britain, England","Branston Booth 3",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 305",
73,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.611,-3.458,"Britain, England","Branthwaite",,"river","River Marron",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1951,-1735,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (3520±100 / 3540±55 / 3545±50 BP)",,"Lanting 1998, 630; McGrail 1978, 163f.",
74,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.483,-0.3,"Britain, England","Brentford",,"river","River Thames",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 164",
75,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.262,-0.923,"Britain, England","Brickfield Farm",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 165f.",
76,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.551,-0.494,"Britain, England","Brigg",,"river","Old River Ancholme",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1103,-863,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2784±100 BP)",,"Lanting 1998, 630; McGrail 1978, 166ff.; Dammann 1986",
77,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2015,1,"open",53.555,-0.499,"Britain, England","Brigg (A)",,"river","Ancholme",,"reliable",,,"no","yes","yes",,"vessel","unknown",,,,,,,,-825,-760,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2630 BP and 2545 BP)",,"Ellmers 1972, S. 273f.; McGrail 2014; McGrail 1994; McGrail 1985; Roberts 1992; Roberts 1995",
78,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.871,-0.528,"Britain, England","Burpham 1",,"river","River Arun",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,703,871,,,,,,,,,,"yes","yes",,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1200±40 / 1220±30 / 1245±45  BP)",,"Lanting 1998, 629; McGrail 1978, 172f.",
79,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.871,-0.528,"Britain, England","Burpham 2",,"river","River Arun",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 173",
80,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.812,-1.624,"Britain, England","Burton on Trent",,"river","Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 173",
81,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.339,-0.487,"Britain, England","Byfleet",,"river","Way",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 173",
82,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.205,-0.122,"Britain, England","Cambridge (Museumsstück ohne Fundangabe)",,"lake","Unknown",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 174",
83,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.507,-0.086,"Britain, England","Chamberlains Wharf, Southwark, London",,"river","Thames",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Heal/Hutchinson 1986, 206ff.",
84,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.415,-1.392,"Britain, England","Chapel Flat Dyke",,"river","Don",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-2027,-1627,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (3450±120 / 3500±40 / 3520±45 / 3590±60 BP)",,"Lanting 1998, 630; McGrail 1978, 174f.",
85,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.457,0.04,"Britain, England","Chatteris",,"river","River Bedford",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 175",
86,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.494,-2.392,"Britain, England","Chelmarsh",,"river","Severn",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 175f.",
87,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.79,-2.386,"Britain, England","Chetwynd Park, nr Newport, Shropshire",,"river","Meese",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Heal/Hutchinson 1986, 210f.",
88,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.583,-3.096,"Britain, England","Chirbury 1",,"river","Severn",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,993,1147,,,,,,,,,,,,"assumed","yes","assumed",,,,,,,,,"reliable","Dated via radiocarbon dating (930±40 / 960±35 / 1000±50 BP)",,"Lanting 1998, 629; McGrail 1978, 176f.",
89,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.585,-3.091,"Britain, England","Chirbury 2",,"river","Severn",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 177",
90,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.055,-2.687,"Britain, England","Cholmondeley",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 177f.",
91,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.462,-0.316,"Britain, England","Church Ferry 1",,"river","River Thames",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 178",
92,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.461,-0.315,"Britain, England","Church Ferry 2",,"river","River Thames",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 178",
93,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.46,-0.313,"Britain, England","Church Ferry 3",,"river","River Thames",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 178",
94,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.661,-2.959,"Britain, England","Churchtown 1",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 178",
95,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.661,-2.959,"Britain, England","Churchtown 1",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 178",
96,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.57,-0.055,"Britain, England","Clapton",,"river","Lea",,"highly reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,932,932,,,,,,,,,,,,"yes",,,,,,,,,,,"highly reliable","Dated via dendrochronology after 932d",,"Lanting 1998, 630; Marsden 1989; McGrail 1990",
97,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.256,-2.804,"Britain, England","Clewer",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 178",
98,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.913,-1.192,"Britain, England","Clifton 1",,"river","River Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-416,-238,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2250±45 / 2275±35 / 2310±50 BP)",,"Lanting 1998, 630; McGrail 1978, 178ff.",
99,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.92,-1.175,"Britain, England","Clifton 2",,"river","River Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-382,-170,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2175±50 / 2235±35 / 2270±50 BP)",,"Lanting 1998, 630; McGrail 1978, 181ff.",
100,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.899,-1.22,"Britain, England","Clifton 3",,"river","River Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 183",
101,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.726,-0.204,"Britain, England","Deeping Fen",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 184ff.",
102,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.962,-1.688,"Britain, England","Derwenthaugh",,"river","River Tyne",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 186f.",
103,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.488,-0.775,"Britain, England","East Ferry",,"river","River Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 188",
104,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.872,-2.846,"Britain, England","Ellesmere",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-467,-241,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2260±45 / 2285±35 / 2320±50 BP)",,"Lanting 1998, 630; McGrail 1978, 188ff.",
105,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.481,0.18,"Britain, England","Erith",,"river","River Thames",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 190",
106,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.484,0.176,"Britain, England","Erith 1",,"river","River Thames",,"highly reliable",,,"no","yes","yes",,"vessel","planked vessel",,,,,,,,1800,1850,,,,,,,,,,,,,,,,,,,,,"yes",,"reliable","Dated via archaeological record and written sources",,"Dawkes u. a. 2009",
107,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.483,0.177,"Britain, England","Erith 2",,"river","River Thames",,"highly reliable",,,"no","yes","yes",,"vessel","planked vessel",,,,,,,,1800,1850,,,,,,,,,,,,,,,,,,,,,"yes",,"reliable","Dated via archaeological record and written sources",,"Dawkes u. a. 2009",
108,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.484,0.177,"Britain, England","Erith 3",,"river","River Thames",,"highly reliable",,,"no","yes","yes",,"vessel","planked vessel",,,,,,,,1800,1850,,,,,,,,,,,,,,,,,,,,,"yes",,"reliable","Dated via archaeological record and written sources",,"Dawkes u. a. 2009",
109,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.484,0.177,"Britain, England","Erith 4",,"river","River Thames",,"highly reliable",,,"no","yes","yes",,"vessel","planked vessel",,,,,,,,1800,1850,,,,,,,,,,,,,,,,,,,,,"yes",,"reliable","Dated via archaeological record and written sources",,"Dawkes u. a. 2009",
110,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.484,0.177,"Britain, England","Erith 5",,"river","River Thames",,"highly reliable",,,"no","yes","yes",,"vessel","planked vessel",,,,,,,,1800,1850,,,,,,,,,,,,,,,,,,,,,"yes",,"reliable","Dated via archaeological record and written sources",,"Dawkes u. a. 2009",
111,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.073,-2.289,"Britain, England","Giggleswick Tarn",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1274,1383,,,,,,,,,,,,,,,"assumed","yes",,,,,,,"reliable","Dated via radiocarbon dating (615±40 / 650±30 / 690±40 BP)",,"Lanting 1998, 629; McGrail 1978, 190ff.",
112,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.148,-2.717,"Britain, England","Glastonbury 1",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-276,-65,"yes","assumed",,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2095±45 / 2105±35 / 2120±50 BP)",,"Lanting 1998, 630; McGrail 1978, 195ff.",
113,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.148,-2.717,"Britain, England","Glastonbury 2",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 199",
114,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.358,0.148,"Britain, England","Haddenham",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 199",
115,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.349,0.45,"Britain, England","Hailing Marshes",,"river","Medway",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 305",
116,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.557,-0.179,"Britain, England","Hampstead",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 200",
117,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.943,-0.511,"Britain, England","Hardham 1",,"river","River Arun",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,429,574,,,,,,,"yes","yes",,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1530±45 / 1550±35 / 1575±50 BP)",,"Lanting 1998, 629; McGrail 1978, 200ff.",
118,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.95,-0.503,"Britain, England","Hardham 2",,"river","River Arun",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,322,472,,,,,,"yes","yes",,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1655±50 BP)",,"Lanting 1998, 629; McGrail 1978, 202ff.",
119,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.938,-0.529,"Britain, England","Hardham 3",,"river","River Arun",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 204f.",
120,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.783,-0.752,"Britain, England","Hasholme",,"river","Foulness",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-323,-323,"yes",,,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology after -323d",,"Lanting 1998, 630; Foxon 1997",
121,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.95,-1.063,"Britain, England","Holme Pierrepont 1",,"river","Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-357,-91,"yes","assumed",,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2180±110 / 2210±60 / 2220±55 BP)",,"Lanting 1998, 630; McGrail 1978, 205ff.",
122,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.953,-1.066,"Britain, England","Holme Pierrepont 2",,"river","Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 207ff.",
123,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.951,-1.057,"Britain, England","Holme Pierrepont 3",,"river","Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 210ff.",
124,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.909,-0.177,"Britain, England","Hornsea",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 212",
125,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.547,-0.202,"Britain, England","Horsey 1",,"river","Nene",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 213",
126,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",52.546,-0.201,"Britain, England","Horsey 2",,"river","Nene",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 213",
127,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.225,-0.496,"Britain, England","Horsley Deep 1",,"river","Witham",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 213",
128,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.226,-0.486,"Britain, England","Horsley Deep 2",,"river","Witham",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 213f.",
129,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.745,-0.336,"Britain, England","Hull",,"river","Hull",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 214f.",
130,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.04,-2.146,"Britain, England","Hulton Abbey",,"river","Trent",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1325,1413,,,,,,,,,,,,,,,,"yes","assumed",,,,,,"reliable","Dated via radiocarbon dating (545±40 BP)",,"Lanting 1998, 629; McGrail 1978, 215ff.",
131,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2015,1,"open",53.959,-1.077,"Britain, England","Hungate, York",,"river","Foss",,"reliable",,,"no","yes","yes",,"vessel","keelboat",,,,,,,,1200,1500,,,,,,,,,,,,,,,"assumed","assumed","assumed",,,,,,"uncertain","Dated by the archaeological record",,"Ellmers 1972, S. 281.",
132,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.791,-1.557,"Britain, England","Hylton 1",,"river","Wear",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 217",
133,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.787,-1.564,"Britain, England","Hylton 2",,"river","Wear",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 218ff.",
134,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.438,-2.413,"Britain, England","Irlam",,"river","Mersey",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1075,1207,,,,,,,,,,,,,"assumed","yes","assumed",,,,,,,,"reliable","Dated via radiocarbon dating (865±40 BP)",,"Lanting 1998, 629; McGrail 1978, 220ff.; McGrail/Switsur 1979",
135,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.428,-2.837,"Britain, England","Kentmere 1",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1223,1396,,,,,,,,,,,,,,,"yes","assumed",,,,,,,"reliable","Dated via radiocarbon dating (650±120 / 730±65 / 740±35 BP)",,"Lanting 1998, 629; McGrail 1978, 223ff.; Ellmers 1972, S. 276.",
136,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.432,-2.836,"Britain, England","Kentmere 2",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 225f.",
137,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.421,-2.841,"Britain, England","Kentmere 3",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"McGrail 1978, 226",
138,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.487,-0.289,"Britain, England","Kew",,"river","Thames",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1246,1362,,,,,,,,,,,,,,,"yes","assumed",,,,,,,"reliable","Dated via radiocarbon dating (720±40 / 740±30 / 710±45 BP)",,"Lanting 1998, 629; McGrail 1978, 226ff.",
139,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.552,-3.613,"Britain, England","Kingsteignton, keelboat",,"river","Teign",,"reliable",,,"no","yes","yes",,"vessel","keelboat",,,,,,,,1305,1305,,,,,,,,,,,,,,,,"yes",,,,,,,"reliable","Dated via radiocarbon dating (1300±110 BP) and dendrochronology after 1305",,"Dudley u. a. 2001",
140,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",50.552,-3.613,"Britain, England","Kingsteignton, logboat",,"river","Teign",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Dudley u. a. 2001",
